Sex;Provinces;Rates;Periodo;Total
Both sexes;10 Cáceres;Employment rate;2021QIV;44,89
Both sexes;10 Cáceres;Employment rate;2021QIII;44,38
Both sexes;10 Cáceres;Employment rate;2021QII;43,66
Both sexes;10 Cáceres;Employment rate;2021QI;39,4
Both sexes;11 Cádiz;Activity rate;2023QIV;53,88
Both sexes;11 Cádiz;Activity rate;2023QIII;56,19
Both sexes;11 Cádiz;Activity rate;2023QII;55,68
Both sexes;11 Cádiz;Activity rate;2023QI;54,73
Both sexes;11 Cádiz;Activity rate;2022QIV;53,9
Both sexes;11 Cádiz;Activity rate;2022QIII;54,4
Both sexes;11 Cádiz;Activity rate;2022QII;55,05
Both sexes;11 Cádiz;Activity rate;2022QI;53,14
Both sexes;11 Cádiz;Activity rate;2021QIV;55,04
Both sexes;11 Cádiz;Activity rate;2021QIII;56,73
Both sexes;11 Cádiz;Activity rate;2021QII;55,48
Both sexes;11 Cádiz;Activity rate;2021QI;53,41
Both sexes;11 Cádiz;Unemployment rate;2023QIV;20,82
Both sexes;11 Cádiz;Unemployment rate;2023QIII;21,38
Both sexes;11 Cádiz;Unemployment rate;2023QII;22,09
Both sexes;11 Cádiz;Unemployment rate;2023QI;24,96
Both sexes;11 Cádiz;Unemployment rate;2022QIV;25,02
Both sexes;11 Cádiz;Unemployment rate;2022QIII;21,11
Both sexes;11 Cádiz;Unemployment rate;2022QII;21,7
Both sexes;11 Cádiz;Unemployment rate;2022QI;26,3
Both sexes;11 Cádiz;Unemployment rate;2021QIV;25,94
Both sexes;11 Cádiz;Unemployment rate;2021QIII;23,16
Both sexes;11 Cádiz;Unemployment rate;2021QII;25,55
Both sexes;11 Cádiz;Unemployment rate;2021QI;27,05
Both sexes;11 Cádiz;Employment rate;2023QIV;42,66
Both sexes;11 Cádiz;Employment rate;2023QIII;44,17
Both sexes;11 Cádiz;Employment rate;2023QII;43,38
Both sexes;11 Cádiz;Employment rate;2023QI;41,07
Both sexes;11 Cádiz;Employment rate;2022QIV;40,41
Both sexes;11 Cádiz;Employment rate;2022QIII;42,91
Both sexes;11 Cádiz;Employment rate;2022QII;43,1
Both sexes;11 Cádiz;Employment rate;2022QI;39,16
Both sexes;11 Cádiz;Employment rate;2021QIV;40,76
Both sexes;11 Cádiz;Employment rate;2021QIII;43,6
Both sexes;11 Cádiz;Employment rate;2021QII;41,3
Both sexes;11 Cádiz;Employment rate;2021QI;38,96
Both sexes;39 Cantabria;Activity rate;2023QIV;54,68
Both sexes;39 Cantabria;Activity rate;2023QIII;55,76
Both sexes;39 Cantabria;Activity rate;2023QII;55,38
Both sexes;39 Cantabria;Activity rate;2023QI;54,21
Both sexes;39 Cantabria;Activity rate;2022QIV;54,26
Both sexes;39 Cantabria;Activity rate;2022QIII;55,65
Both sexes;39 Cantabria;Activity rate;2022QII;54,81
Both sexes;39 Cantabria;Activity rate;2022QI;54,32
Both sexes;39 Cantabria;Activity rate;2021QIV;54,96
Both sexes;39 Cantabria;Activity rate;2021QIII;57,13
Both sexes;39 Cantabria;Activity rate;2021QII;55,49
Both sexes;39 Cantabria;Activity rate;2021QI;54,31
Both sexes;39 Cantabria;Unemployment rate;2023QIV;7,48
Both sexes;39 Cantabria;Unemployment rate;2023QIII;7,48
Both sexes;39 Cantabria;Unemployment rate;2023QII;8,12
Both sexes;39 Cantabria;Unemployment rate;2023QI;9,29
Both sexes;39 Cantabria;Unemployment rate;2022QIV;10,34
Both sexes;39 Cantabria;Unemployment rate;2022QIII;8,61
Both sexes;39 Cantabria;Unemployment rate;2022QII;8,17
Both sexes;39 Cantabria;Unemployment rate;2022QI;10,53
Both sexes;39 Cantabria;Unemployment rate;2021QIV;11,52
Both sexes;39 Cantabria;Unemployment rate;2021QIII;10,04
Both sexes;39 Cantabria;Unemployment rate;2021QII;12,43
Both sexes;39 Cantabria;Unemployment rate;2021QI;11,88
Both sexes;39 Cantabria;Employment rate;2023QIV;50,59
Both sexes;39 Cantabria;Employment rate;2023QIII;51,59
Both sexes;39 Cantabria;Employment rate;2023QII;50,88
Both sexes;39 Cantabria;Employment rate;2023QI;49,17
Both sexes;39 Cantabria;Employment rate;2022QIV;48,65
Both sexes;39 Cantabria;Employment rate;2022QIII;50,86
Both sexes;39 Cantabria;Employment rate;2022QII;50,33
Both sexes;39 Cantabria;Employment rate;2022QI;48,6
Both sexes;39 Cantabria;Employment rate;2021QIV;48,63
Both sexes;39 Cantabria;Employment rate;2021QIII;51,39
Both sexes;39 Cantabria;Employment rate;2021QII;48,59
Both sexes;39 Cantabria;Employment rate;2021QI;47,86
Both sexes;12 Castellón/Castelló;Activity rate;2023QIV;55,68
Both sexes;12 Castellón/Castelló;Activity rate;2023QIII;56,75
Both sexes;12 Castellón/Castelló;Activity rate;2023QII;56,79
Both sexes;12 Castellón/Castelló;Activity rate;2023QI;55,88
Both sexes;12 Castellón/Castelló;Activity rate;2022QIV;55,79
Both sexes;12 Castellón/Castelló;Activity rate;2022QIII;58,07
Both sexes;12 Castellón/Castelló;Activity rate;2022QII;57,36
Both sexes;12 Castellón/Castelló;Activity rate;2022QI;55,93
Both sexes;12 Castellón/Castelló;Activity rate;2021QIV;56,04
Both sexes;12 Castellón/Castelló;Activity rate;2021QIII;57,6
Both sexes;12 Castellón/Castelló;Activity rate;2021QII;58,12
Both sexes;12 Castellón/Castelló;Activity rate;2021QI;55,55
Both sexes;12 Castellón/Castelló;Unemployment rate;2023QIV;13,97
Both sexes;12 Castellón/Castelló;Unemployment rate;2023QIII;14,06
Both sexes;12 Castellón/Castelló;Unemployment rate;2023QII;14,37
Both sexes;12 Castellón/Castelló;Unemployment rate;2023QI;13,84
Both sexes;12 Castellón/Castelló;Unemployment rate;2022QIV;13,58
Both sexes;12 Castellón/Castelló;Unemployment rate;2022QIII;11,79
Both sexes;12 Castellón/Castelló;Unemployment rate;2022QII;10,55
Both sexes;12 Castellón/Castelló;Unemployment rate;2022QI;11,84
Both sexes;12 Castellón/Castelló;Unemployment rate;2021QIV;11,19
Both sexes;12 Castellón/Castelló;Unemployment rate;2021QIII;12,54
Both sexes;12 Castellón/Castelló;Unemployment rate;2021QII;15,2
Both sexes;12 Castellón/Castelló;Unemployment rate;2021QI;15,86
Both sexes;12 Castellón/Castelló;Employment rate;2023QIV;47,9
Both sexes;12 Castellón/Castelló;Employment rate;2023QIII;48,77
Both sexes;12 Castellón/Castelló;Employment rate;2023QII;48,63
Both sexes;12 Castellón/Castelló;Employment rate;2023QI;48,15
Both sexes;12 Castellón/Castelló;Employment rate;2022QIV;48,21
Both sexes;12 Castellón/Castelló;Employment rate;2022QIII;51,23
Both sexes;12 Castellón/Castelló;Employment rate;2022QII;51,31
Both sexes;12 Castellón/Castelló;Employment rate;2022QI;49,31
Both sexes;12 Castellón/Castelló;Employment rate;2021QIV;49,76
Both sexes;12 Castellón/Castelló;Employment rate;2021QIII;50,37
Both sexes;12 Castellón/Castelló;Employment rate;2021QII;49,29
Both sexes;12 Castellón/Castelló;Employment rate;2021QI;46,73
Both sexes;13 Ciudad Real;Activity rate;2023QIV;55,28
Both sexes;13 Ciudad Real;Activity rate;2023QIII;55,8
Both sexes;13 Ciudad Real;Activity rate;2023QII;55,65
Both sexes;13 Ciudad Real;Activity rate;2023QI;55,34
Both sexes;13 Ciudad Real;Activity rate;2022QIV;56,13
Both sexes;13 Ciudad Real;Activity rate;2022QIII;56,2
Both sexes;13 Ciudad Real;Activity rate;2022QII;55,64
Both sexes;13 Ciudad Real;Activity rate;2022QI;55,39
Both sexes;13 Ciudad Real;Activity rate;2021QIV;56,37
Both sexes;13 Ciudad Real;Activity rate;2021QIII;56,58
Both sexes;13 Ciudad Real;Activity rate;2021QII;55,87
Both sexes;13 Ciudad Real;Activity rate;2021QI;55,25
Both sexes;13 Ciudad Real;Unemployment rate;2023QIV;16,27
Both sexes;13 Ciudad Real;Unemployment rate;2023QIII;15,28
Both sexes;13 Ciudad Real;Unemployment rate;2023QII;15,24
Both sexes;13 Ciudad Real;Unemployment rate;2023QI;18,24
Both sexes;13 Ciudad Real;Unemployment rate;2022QIV;20,79
Both sexes;13 Ciudad Real;Unemployment rate;2022QIII;19,39
Both sexes;13 Ciudad Real;Unemployment rate;2022QII;17,1
Both sexes;13 Ciudad Real;Unemployment rate;2022QI;18,28
Both sexes;13 Ciudad Real;Unemployment rate;2021QIV;16,11
Both sexes;13 Ciudad Real;Unemployment rate;2021QIII;16,29
Both sexes;13 Ciudad Real;Unemployment rate;2021QII;18,02
Both sexes;13 Ciudad Real;Unemployment rate;2021QI;19,99
Both sexes;13 Ciudad Real;Employment rate;2023QIV;46,29
Both sexes;13 Ciudad Real;Employment rate;2023QIII;47,27
Both sexes;13 Ciudad Real;Employment rate;2023QII;47,17
Both sexes;13 Ciudad Real;Employment rate;2023QI;45,25
Both sexes;13 Ciudad Real;Employment rate;2022QIV;44,47
Both sexes;13 Ciudad Real;Employment rate;2022QIII;45,3
Both sexes;13 Ciudad Real;Employment rate;2022QII;46,12
Both sexes;13 Ciudad Real;Employment rate;2022QI;45,27
Both sexes;13 Ciudad Real;Employment rate;2021QIV;47,29
Both sexes;13 Ciudad Real;Employment rate;2021QIII;47,37
Both sexes;13 Ciudad Real;Employment rate;2021QII;45,8
Both sexes;13 Ciudad Real;Employment rate;2021QI;44,2
Both sexes;14 Córdoba;Activity rate;2023QIV;56,25
Both sexes;14 Córdoba;Activity rate;2023QIII;55,38
Both sexes;14 Córdoba;Activity rate;2023QII;56,29
Both sexes;14 Córdoba;Activity rate;2023QI;54,89
Both sexes;14 Córdoba;Activity rate;2022QIV;54,66
Both sexes;14 Córdoba;Activity rate;2022QIII;55,52
Both sexes;14 Córdoba;Activity rate;2022QII;55,02
Both sexes;14 Córdoba;Activity rate;2022QI;55,77
Both sexes;14 Córdoba;Activity rate;2021QIV;57,29
Both sexes;14 Córdoba;Activity rate;2021QIII;58,23
Both sexes;14 Córdoba;Activity rate;2021QII;57,63
Both sexes;14 Córdoba;Activity rate;2021QI;56,98
Both sexes;14 Córdoba;Unemployment rate;2023QIV;15,43
Both sexes;14 Córdoba;Unemployment rate;2023QIII;17,89
Both sexes;14 Córdoba;Unemployment rate;2023QII;21,81
Both sexes;14 Córdoba;Unemployment rate;2023QI;17,77
Both sexes;14 Córdoba;Unemployment rate;2022QIV;17,66
Both sexes;14 Córdoba;Unemployment rate;2022QIII;21,93
Both sexes;14 Córdoba;Unemployment rate;2022QII;20,67
Both sexes;14 Córdoba;Unemployment rate;2022QI;16,85
Both sexes;14 Córdoba;Unemployment rate;2021QIV;17,35
Both sexes;14 Córdoba;Unemployment rate;2021QIII;22,92
Both sexes;14 Córdoba;Unemployment rate;2021QII;22,64
Both sexes;14 Córdoba;Unemployment rate;2021QI;20,07
Both sexes;14 Córdoba;Employment rate;2023QIV;47,57
Both sexes;14 Córdoba;Employment rate;2023QIII;45,47
Both sexes;14 Córdoba;Employment rate;2023QII;44,02
Both sexes;14 Córdoba;Employment rate;2023QI;45,13
Both sexes;14 Córdoba;Employment rate;2022QIV;45,01
Both sexes;14 Córdoba;Employment rate;2022QIII;43,35
Both sexes;14 Córdoba;Employment rate;2022QII;43,64
Both sexes;14 Córdoba;Employment rate;2022QI;46,37
Both sexes;14 Córdoba;Employment rate;2021QIV;47,35
Both sexes;14 Córdoba;Employment rate;2021QIII;44,89
Both sexes;14 Córdoba;Employment rate;2021QII;44,59
Both sexes;14 Córdoba;Employment rate;2021QI;45,54
Both sexes;15 Coruña, A;Activity rate;2023QIV;53,59
Both sexes;15 Coruña, A;Activity rate;2023QIII;53,97
Both sexes;15 Coruña, A;Activity rate;2023QII;53,66
Both sexes;15 Coruña, A;Activity rate;2023QI;53,34
Both sexes;15 Coruña, A;Activity rate;2022QIV;53,13
Both sexes;15 Coruña, A;Activity rate;2022QIII;54,52
Both sexes;15 Coruña, A;Activity rate;2022QII;53,86
Both sexes;15 Coruña, A;Activity rate;2022QI;52,91
Both sexes;15 Coruña, A;Activity rate;2021QIV;53,11
Both sexes;15 Coruña, A;Activity rate;2021QIII;52,92
Both sexes;15 Coruña, A;Activity rate;2021QII;52,73
Both sexes;15 Coruña, A;Activity rate;2021QI;52,22
Both sexes;15 Coruña, A;Unemployment rate;2023QIV;8,44
Both sexes;15 Coruña, A;Unemployment rate;2023QIII;8,15
Both sexes;15 Coruña, A;Unemployment rate;2023QII;9,15
Both sexes;15 Coruña, A;Unemployment rate;2023QI;10,69
Both sexes;15 Coruña, A;Unemployment rate;2022QIV;10,11
Both sexes;15 Coruña, A;Unemployment rate;2022QIII;9,5
Both sexes;15 Coruña, A;Unemployment rate;2022QII;10,92
Both sexes;15 Coruña, A;Unemployment rate;2022QI;9,96
Both sexes;15 Coruña, A;Unemployment rate;2021QIV;10,39
Both sexes;15 Coruña, A;Unemployment rate;2021QIII;8,29
Both sexes;15 Coruña, A;Unemployment rate;2021QII;11,19
Both sexes;15 Coruña, A;Unemployment rate;2021QI;12,7
Both sexes;15 Coruña, A;Employment rate;2023QIV;49,07
Both sexes;15 Coruña, A;Employment rate;2023QIII;49,57
Both sexes;15 Coruña, A;Employment rate;2023QII;48,75
Both sexes;15 Coruña, A;Employment rate;2023QI;47,64
Both sexes;15 Coruña, A;Employment rate;2022QIV;47,76
Both sexes;15 Coruña, A;Employment rate;2022QIII;49,34
Both sexes;15 Coruña, A;Employment rate;2022QII;47,98
Both sexes;15 Coruña, A;Employment rate;2022QI;47,64
Both sexes;15 Coruña, A;Employment rate;2021QIV;47,59
Both sexes;15 Coruña, A;Employment rate;2021QIII;48,54
Both sexes;15 Coruña, A;Employment rate;2021QII;46,83
Both sexes;15 Coruña, A;Employment rate;2021QI;45,59
Both sexes;16 Cuenca;Activity rate;2023QIV;57,17
Both sexes;16 Cuenca;Activity rate;2023QIII;57,34
Both sexes;16 Cuenca;Activity rate;2023QII;56,05
Both sexes;16 Cuenca;Activity rate;2023QI;54,63
Both sexes;16 Cuenca;Activity rate;2022QIV;55,15
Both sexes;16 Cuenca;Activity rate;2022QIII;57,06
Both sexes;16 Cuenca;Activity rate;2022QII;56,94
Both sexes;16 Cuenca;Activity rate;2022QI;55,32
Both sexes;16 Cuenca;Activity rate;2021QIV;57,14
Both sexes;16 Cuenca;Activity rate;2021QIII;57,34
Both sexes;16 Cuenca;Activity rate;2021QII;54,82
Both sexes;16 Cuenca;Activity rate;2021QI;53,92
Both sexes;16 Cuenca;Unemployment rate;2023QIV;11,3
Both sexes;16 Cuenca;Unemployment rate;2023QIII;9,86
Both sexes;16 Cuenca;Unemployment rate;2023QII;12,3
Both sexes;16 Cuenca;Unemployment rate;2023QI;12,08
Both sexes;16 Cuenca;Unemployment rate;2022QIV;8,02
Both sexes;16 Cuenca;Unemployment rate;2022QIII;8,98
Both sexes;16 Cuenca;Unemployment rate;2022QII;10,77
Both sexes;16 Cuenca;Unemployment rate;2022QI;10,41
Both sexes;16 Cuenca;Unemployment rate;2021QIV;9,43
Both sexes;16 Cuenca;Unemployment rate;2021QIII;11,55
Both sexes;16 Cuenca;Unemployment rate;2021QII;13,07
Both sexes;16 Cuenca;Unemployment rate;2021QI;14,02
Both sexes;16 Cuenca;Employment rate;2023QIV;50,71
Both sexes;16 Cuenca;Employment rate;2023QIII;51,69
Both sexes;16 Cuenca;Employment rate;2023QII;49,16
Both sexes;16 Cuenca;Employment rate;2023QI;48,03
Both sexes;16 Cuenca;Employment rate;2022QIV;50,73
Both sexes;16 Cuenca;Employment rate;2022QIII;51,94
Both sexes;16 Cuenca;Employment rate;2022QII;50,81
Both sexes;16 Cuenca;Employment rate;2022QI;49,56
Both sexes;16 Cuenca;Employment rate;2021QIV;51,75
Both sexes;16 Cuenca;Employment rate;2021QIII;50,72
Both sexes;16 Cuenca;Employment rate;2021QII;47,66
Both sexes;16 Cuenca;Employment rate;2021QI;46,36
Both sexes;20 Gipuzkoa;Activity rate;2023QIV;55,72
Both sexes;20 Gipuzkoa;Activity rate;2023QIII;55,98
Both sexes;20 Gipuzkoa;Activity rate;2023QII;54,59
Both sexes;20 Gipuzkoa;Activity rate;2023QI;54,07
Both sexes;20 Gipuzkoa;Activity rate;2022QIV;54,74
Both sexes;20 Gipuzkoa;Activity rate;2022QIII;55,37
Both sexes;20 Gipuzkoa;Activity rate;2022QII;53,53
Both sexes;20 Gipuzkoa;Activity rate;2022QI;55,65
Both sexes;20 Gipuzkoa;Activity rate;2021QIV;55,77
Both sexes;20 Gipuzkoa;Activity rate;2021QIII;57,43
Both sexes;20 Gipuzkoa;Activity rate;2021QII;56,68
Both sexes;20 Gipuzkoa;Activity rate;2021QI;57,37
Both sexes;20 Gipuzkoa;Unemployment rate;2023QIV;6,35
Both sexes;20 Gipuzkoa;Unemployment rate;2023QIII;8,67
Both sexes;20 Gipuzkoa;Unemployment rate;2023QII;6,51
Both sexes;20 Gipuzkoa;Unemployment rate;2023QI;8
Both sexes;20 Gipuzkoa;Unemployment rate;2022QIV;8,57
Both sexes;20 Gipuzkoa;Unemployment rate;2022QIII;5,98
Both sexes;20 Gipuzkoa;Unemployment rate;2022QII;7,53
Both sexes;20 Gipuzkoa;Unemployment rate;2022QI;6,96
Both sexes;20 Gipuzkoa;Unemployment rate;2021QIV;6,55
Both sexes;20 Gipuzkoa;Unemployment rate;2021QIII;8,99
Both sexes;20 Gipuzkoa;Unemployment rate;2021QII;7,78
Both sexes;20 Gipuzkoa;Unemployment rate;2021QI;9,26
Both sexes;20 Gipuzkoa;Employment rate;2023QIV;52,18
Both sexes;20 Gipuzkoa;Employment rate;2023QIII;51,13
Both sexes;20 Gipuzkoa;Employment rate;2023QII;51,03
Both sexes;20 Gipuzkoa;Employment rate;2023QI;49,75
Both sexes;20 Gipuzkoa;Employment rate;2022QIV;50,05
Both sexes;20 Gipuzkoa;Employment rate;2022QIII;52,06
Both sexes;20 Gipuzkoa;Employment rate;2022QII;49,5
Both sexes;20 Gipuzkoa;Employment rate;2022QI;51,78
Both sexes;20 Gipuzkoa;Employment rate;2021QIV;52,12
Both sexes;20 Gipuzkoa;Employment rate;2021QIII;52,27
Both sexes;20 Gipuzkoa;Employment rate;2021QII;52,27
Both sexes;20 Gipuzkoa;Employment rate;2021QI;52,06
Both sexes;17 Girona;Activity rate;2023QIV;59,36
Both sexes;17 Girona;Activity rate;2023QIII;62,83
Both sexes;17 Girona;Activity rate;2023QII;61,12
Both sexes;17 Girona;Activity rate;2023QI;61,15
Both sexes;17 Girona;Activity rate;2022QIV;61,47
Both sexes;17 Girona;Activity rate;2022QIII;62,74
Both sexes;17 Girona;Activity rate;2022QII;63,76
Both sexes;17 Girona;Activity rate;2022QI;61,94
Both sexes;17 Girona;Activity rate;2021QIV;62,64
Both sexes;17 Girona;Activity rate;2021QIII;63,65
Both sexes;17 Girona;Activity rate;2021QII;62,98
Both sexes;17 Girona;Activity rate;2021QI;61,42
Both sexes;17 Girona;Unemployment rate;2023QIV;9,28
Both sexes;17 Girona;Unemployment rate;2023QIII;9
Both sexes;17 Girona;Unemployment rate;2023QII;8,77
Both sexes;17 Girona;Unemployment rate;2023QI;11,29
Both sexes;17 Girona;Unemployment rate;2022QIV;8,54
Both sexes;17 Girona;Unemployment rate;2022QIII;7,24
Both sexes;17 Girona;Unemployment rate;2022QII;8,26
Both sexes;17 Girona;Unemployment rate;2022QI;10,25
Both sexes;17 Girona;Unemployment rate;2021QIV;11,22
Both sexes;17 Girona;Unemployment rate;2021QIII;10,83
Both sexes;17 Girona;Unemployment rate;2021QII;14,19
Both sexes;17 Girona;Unemployment rate;2021QI;14,71
Both sexes;17 Girona;Employment rate;2023QIV;53,85
Both sexes;17 Girona;Employment rate;2023QIII;57,18
Both sexes;17 Girona;Employment rate;2023QII;55,76
Both sexes;17 Girona;Employment rate;2023QI;54,24
Both sexes;17 Girona;Employment rate;2022QIV;56,22
Both sexes;17 Girona;Employment rate;2022QIII;58,19
Both sexes;17 Girona;Employment rate;2022QII;58,49
Both sexes;17 Girona;Employment rate;2022QI;55,59
Both sexes;17 Girona;Employment rate;2021QIV;55,62
Both sexes;17 Girona;Employment rate;2021QIII;56,76
Both sexes;17 Girona;Employment rate;2021QII;54,05
Both sexes;17 Girona;Employment rate;2021QI;52,38
Both sexes;18 Granada;Activity rate;2023QIV;58,23
Both sexes;18 Granada;Activity rate;2023QIII;59,64
Both sexes;18 Granada;Activity rate;2023QII;58,21
Both sexes;18 Granada;Activity rate;2023QI;57,56
Both sexes;18 Granada;Activity rate;2022QIV;56,9
Both sexes;18 Granada;Activity rate;2022QIII;58,35
Both sexes;18 Granada;Activity rate;2022QII;58,31
Both sexes;18 Granada;Activity rate;2022QI;56,57
Both sexes;18 Granada;Activity rate;2021QIV;57,49
Both sexes;18 Granada;Activity rate;2021QIII;57,38
Both sexes;18 Granada;Activity rate;2021QII;57,78
Both sexes;18 Granada;Activity rate;2021QI;56,25
Both sexes;18 Granada;Unemployment rate;2023QIV;21,34
Both sexes;18 Granada;Unemployment rate;2023QIII;21,45
Both sexes;18 Granada;Unemployment rate;2023QII;18,23
Both sexes;18 Granada;Unemployment rate;2023QI;20,27
Both sexes;18 Granada;Unemployment rate;2022QIV;19,65
Both sexes;18 Granada;Unemployment rate;2022QIII;22,55
Both sexes;18 Granada;Unemployment rate;2022QII;22,18
Both sexes;18 Granada;Unemployment rate;2022QI;18,95
Both sexes;18 Granada;Unemployment rate;2021QIV;20,35
Both sexes;18 Granada;Unemployment rate;2021QIII;22,13
Both sexes;18 Granada;Unemployment rate;2021QII;23,1
Both sexes;18 Granada;Unemployment rate;2021QI;23,32
Both sexes;18 Granada;Employment rate;2023QIV;45,8
Both sexes;18 Granada;Employment rate;2023QIII;46,84
